MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData maximum NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
19,11,11.14285714,3.632653061,8,2,88,86,63,34.57142857,87,15.9994,39.0983,23.0989,22.59295275,7.535488862,15.9994,54.8,388.36,333.56,187.8514286,152.0587755,54.8,1,16,15,11.71428571,6.12244898,16,2,2.571428571,0.653061224,203,137,105.4285714,45.18367347,66,0.82,3.44,2.62,2.584285714,0.977959184,3.44,1.714285714,0.408163265,4,2.857142857,1.632653061,4,0,0,0,0,0,0,1,6,5,4.571428571,2.040816327,6,1,1,0.285714286,0.408163265,0,2,2,1.428571429,0.816326531,2,0,0,0,0,0,0,1,2,1,1.714285714,0.408163265,2,9.105,73.10666667,64.00166667,23.508125,16.46071429,9.105,2.202,2.202,0.314571429,0.539265306,0,0,0,0,12,229,217,82.28571429,83.83673469,12
51,43,17.66666667,12.88888889,8,46,87,41,79.83333333,11.27777778,87,15.9994,121.76,105.7606,39.44985,31.26726667,15.9994,54.8,2183,2128.2,550.9966667,661.5955556,54.8,5,16,11,14,3,16,3,2.833333333,1.111111111,153,87,92.66666667,35.55555556,66,1.63,3.44,1.81,2.906666667,0.711111111,3.44,2,0,4,3.166666667,1.111111111,4,10,10,2.166666667,2.888888889,0,0,5,15,10,7.333333333,2.555555556,6,0,0,0,0,0,3,3,1.833333333,0.611111111,2,7,7,1.166666667,1.944444444,0,0,2,7,5,3,1.333333333,2,9.105,31.56,22.455,13.49833333,6.020555556,9.105,0,0,0,0,0,0,0,0,12,229,217,73.83333333,82.44444444,12
42,34,18.53846154,12.9704142,8,11,87,76,71.23076923,19.40828402,87,15.9994,95.96,79.9606,40.47777785,30.12723427,15.9994,54.8,2896,2841.2,894.8523077,1065.013964,54.8,3,16,13,12.38461538,4.449704142,16,3,3,1.230769231,170,104,98.61538462,40.14201183,66,1.36,3.44,2.08,2.846923077,0.729940828,3.44,1.769230769,0.355029586,4,2.461538462,1.893491124,4,10,10,2,2.615384615,0,0,3,12,9,6.230769231,0.887573964,6,1,1,0.230769231,0.355029586,0,2,2,1.230769231,0.946745562,2,9,9,1.846153846,2.556213018,0,0,0,9,9,3.307692308,2.118343195,2,9.105,22.235,13.13,12.00807692,3.573017751,9.105,0,0,0,0,0,6.35E-06,4.88E-07,9.02E-07,12,229,217,90.07692308,96.09467456,12
83,75,44,25.71428571,8,9,95,86,77.85714286,19.67346939,86,15.9994,208.9804,192.981,106.7278,67.17268571,15.9994,54.8,1000,945.2,390,262.5142857,54.8,2,17,15,14,3.428571429,15,4,4.285714286,1.469387755,215,149,126.1428571,37.87755102,66,0.89,3.44,2.55,2.532857143,0.76244898,2.02,2,0,5,3.428571429,1.224489796,3,10,10,5.714285714,4.897959184,4,5.714285714,2,29,27,15.14285714,8.979591837,6,0,0,0,0,0,3,3,1.714285714,0.897959184,1,0,0,0,0,0,0,0,3,3,1.714285714,0.897959184,1,9.105,63.59,54.485,29.52285714,11.69183673,9.105,1.457,1.457,0.416285714,0.594693878,0,0,0,0,12,229,217,57.85714286,52.40816327,12
38,30,15.69230769,9.467455621,8,8,87,79,70.61538462,20.16568047,87,15.9994,87.62,71.6206,33.45269231,21.48097515,15.9994,54.8,2183,2128.2,716.1846154,814.0118343,54.8,2,16,14,12.30769231,4.544378698,16,3,2.846153846,1.041420118,195,129,98.23076923,39.66863905,66,0.95,3.44,2.49,2.734615385,0.86816568,3.44,2,0,4,2.461538462,1.893491124,4,8,8,1.692307692,2.343195266,0,0,2,10,8,6.153846154,1.183431953,6,0,0,0,0,0,2,2,1.230769231,0.946745562,2,7,7,1.384615385,1.917159763,0,0,0,7,7,2.615384615,1.349112426,2,9.105,54.23,45.125,13.36384615,6.287100592,9.105,0,0,0,0,0,0.5953947,0.091599185,0.155014005,12,229,217,94.53846154,101.5857988,12
38,30,15.53846154,9.278106509,8,8,87,79,70.15384615,20.73372781,87,15.9994,87.62,71.6206,33.48958385,21.52638012,15.9994,54.8,2183,2128.2,722.3384615,821.5857988,54.8,2,16,14,12.15384615,4.733727811,16,3,2.846153846,1.041420118,195,129,98.53846154,40.04733728,66,0.95,3.44,2.49,2.73,0.873846154,3.44,2,0,4,2.461538462,1.893491124,4,7,7,1.538461538,2.130177515,0,0,2,9,7,6,0.923076923,6,0,0,0,0,0,2,2,1.230769231,0.946745562,2,7,7,1.538461538,2.130177515,0,0,0,7,7,2.769230769,1.372781065,2,9.105,54.23,45.125,13.35230769,6.28887574,9.105,0,0,0,0,0,1.5484712,0.238226338,0.403152265,12,229,217,89.76923077,95.71597633,12
16,13,8.857142857,2.653061224,8,1,88,87,62.71428571,34.97959184,87,6.941,32.065,25.124,17.99905275,5.444761078,15.9994,54.8,453.69,398.89,204.5885714,171.1869388,54.8,1,16,15,11.71428571,6.12244898,16,1,2.285714286,0.408163265,166,100,94.71428571,32.81632653,66,0.93,3.44,2.51,2.607142857,0.951836735,3.44,1.714285714,0.408163265,4,2.857142857,1.632653061,4,0,0,0,0,0,0,1,6,5,4.571428571,2.040816327,6,1,1,0.285714286,0.408163265,0,2,2,1.428571429,0.816326531,2,0,0,0,0,0,0,1,2,1,1.714285714,0.408163265,2,9.105,29.24333333,20.13833333,15.43479167,7.234047619,9.105,2.202,2.202,0.314571429,0.539265306,0,0,0,0,12,229,217,82.28571429,83.83673469,12
82,73,39.2,32.21333333,9,81,96,15,89.4,5.6,93,18.9984032,207.2,188.2015968,96.11974437,82.26276392,18.9984032,53.5,600.61,547.11,280.3166667,241.9377778,53.5,14,17,3,16,1.333333333,17,4,3.733333333,1.848888889,146,89,97.6,43.30666667,57,2.33,3.98,1.65,3.254,0.7744,3.98,2,0,5,4,1.333333333,5,10,10,4.666666667,4.977777778,4.666666667,6.222222222,7,28,21,15.33333333,8.888888889,7,0,0,0,0,0,4,3,2,1.333333333,1,0,0,0,0,0,0,1,4,3,2,1.333333333,1,9.7075,43.015,33.3075,20.28266667,11.28017778,9.7075,1.97,1.97,1.192266667,0.829582222,1.97,0,0,0,15,225,210,91.53333333,88.97777778,15
16,13,8.857142857,2.653061224,8,1,88,87,62.71428571,34.97959184,87,6.941,32.065,25.124,17.99905275,5.444761078,15.9994,54.8,453.69,398.89,204.5885714,171.1869388,54.8,1,16,15,11.71428571,6.12244898,16,1,2.285714286,0.408163265,166,100,94.71428571,32.81632653,66,0.93,3.44,2.51,2.607142857,0.951836735,3.44,1.714285714,0.408163265,4,2.857142857,1.632653061,4,0,0,0,0,0,0,1,6,5,4.571428571,2.040816327,6,1,1,0.285714286,0.408163265,0,2,2,1.428571429,0.816326531,2,0,0,0,0,0,0,1,2,1,1.714285714,0.408163265,2,9.105,29.24333333,20.13833333,15.43479167,7.234047619,9.105,2.202,2.202,0.314571429,0.539265306,0,0,0,0,12,229,217,82.28571429,83.83673469,12
27,19,13.625,6.78125,8,55,93,38,79.625,11.5625,87,15.9994,58.933195,42.933795,28.59349503,14.99286798,15.9994,53.5,1811,1757.5,521.125,634.1875,54.8,8,17,9,14.125,2.8125,16,2,2.625,0.78125,132,75,85.75,26.9375,66,1.83,3.98,2.15,2.955,0.74125,3.44,2,0,5,3,1.5,4,7,7,1.625,2.4375,0,0,5,9,4,6.625,1.03125,6,0,0,0,0,0,3,3,1.5,0.875,2,4,4,0.875,1.3125,0,0,1,4,3,2.375,0.71875,2,9.105,22.5702381,13.4652381,11.20909226,2.840286458,9.105,1.97,1.97,0.449375,0.6740625,0,2.1106628,0.45739175,0.686087625,2,229,227,61,75.25,12
11,10,6.086956522,2.684310019,8,2,92,90,77.43478261,15.48204159,87,1.00794,22.98976928,21.98182928,12.22033211,5.487706184,15.9994,14.01,2348,2333.99,571.9386957,772.2005671,54.8,1,16,15,10.7826087,5.95463138,16,2,1.869565217,0.378071834,166,135,71,22.17391304,66,0.93,3.44,2.51,2.647826087,0.757731569,3.44,1.695652174,0.423440454,4,2.130434783,1.788279773,4,0,0,0,0,0,0,1,6,5,3.826086957,2.079395085,6,1,1,0.304347826,0.423440454,0,5,5,2.043478261,1.285444234,2,0,0,0,0,0,0,1,5,4,2.347826087,1.153119093,2,6.615,29.24333333,22.62833333,9.894746377,3.364971645,9.105,7.853,7.853,2.038478261,2.52805293,0,0,0,0,12,229,217,103.9130435,87.9168242,12
38,33,14,9.818181818,8,8,87,79,72.90909091,15.37190083,87,10.811,87.62,76.809,30.21185455,22.55935207,15.9994,54.8,2348,2293.2,799.1218182,811.987438,54.8,2,16,14,13.27272727,2.975206612,16,3,2.636363636,0.925619835,195,129,93,32.72727273,66,0.95,3.44,2.49,2.679090909,0.830082645,3.44,1.818181818,0.297520661,4,2.363636364,1.785123967,4,10,10,1.818181818,2.975206612,0,0,2,11,9,6,1.818181818,6,1,1,0.181818182,0.297520661,0,5,5,2,1.090909091,2,0,0,0,0,0,0,0,5,5,2.181818182,1.024793388,2,7.1725,54.23,47.0575,13.21318182,7.457603306,9.105,1.524,1.524,0.277090909,0.453421488,0,0,0,0,12,225,213,98.09090909,93.91735537,12
21,20,7.636363636,3.619834711,8,11,92,81,84.36363636,7.041322314,87,1.00794,44.955912,43.947972,15.26898355,7.778751025,15.9994,14.01,1814,1799.99,159.4345455,193.4692562,54.8,1,16,15,11.18181818,6.297520661,16,3,1.954545455,0.520661157,170,139,66.77272727,20.3553719,66,1.36,3.44,2.08,2.836818182,0.658016529,3.44,1.727272727,0.396694215,4,2.590909091,1.648760331,4,1,1,0.045454545,0.08677686,0,0,1,6,5,4.363636364,1.958677686,6,1,1,0.272727273,0.396694215,0,3,3,1.5,0.954545455,2,9,9,0.409090909,0.780991736,0,0,1,9,8,2.181818182,0.842975207,2,6.615,22.5702381,15.9552381,10.8588961,4.228193625,9.105,7.853,7.853,2.363318182,2.994371901,0,6.35E-06,2.89E-07,5.51E-07,2,194,192,68.54545455,79.83471074,12
42,34,16.46153846,11.78698225,8,50,87,37,75.53846154,14.10650888,87,15.9994,95.96,79.9606,35.72963077,27.79863195,15.9994,54.8,2896,2841.2,844.0307692,971.3609467,54.8,2,16,14,11.53846154,5.49112426,16,3,2.846153846,1.041420118,154,88,97.84615385,39.19526627,66,1.31,3.44,2.13,2.816923077,0.766863905,3.44,1.769230769,0.355029586,4,2.461538462,1.893491124,4,5,5,1.153846154,1.775147929,0,0,2,6,4,5.384615385,1.041420118,6,1,1,0.230769231,0.355029586,0,2,2,1.230769231,0.946745562,2,5,5,1.153846154,1.775147929,0,0,0,6,6,2.615384615,1.562130178,2,9.105,22.89,13.785,12.74538462,4.480473373,9.105,0,0,0,0,0,0,0,0,12,229,217,90.07692308,96.09467456,12
65,57,27.16666667,19.16666667,8,4,87,83,49.66666667,37.33333333,87,15.9994,158.92535,142.92595,62.976525,46.977125,15.9994,54.8,1629,1574.2,403.0533333,408.6488889,54.8,1,16,15,8.833333333,7.166666667,16,4,3.666666667,1.666666667,220,154,138.6666667,72.66666667,66,0.82,3.44,2.62,2.195,1.245,3.44,1.666666667,0.444444444,4,2,2,4,0,0,0,0,1.5,2.5,1,11,10,5.166666667,2.777777778,6,1,1,0.333333333,0.444444444,0,2,2,1,1,2,0,0,0,0,0.833333333,1.388888889,1,5,4,2.166666667,0.944444444,2,9.105,90.7225,81.6175,40.08277778,33.75981481,9.105,0,0,0,0,0,0,0,0,12,229,217,114.6666667,102.6666667,12
94,77,30,17.33333333,17,4,94,90,66.22222222,37.03703704,94,35.453,244,208.547,69.73928889,45.71505185,35.453,171.6,913,741.4,285.28,151.5733333,171.6,1,17,16,11.88888889,6.814814815,17,4,3.888888889,1.185185185,220,118,137.6666667,47.55555556,102,0.82,3.16,2.34,2.431111111,0.971851852,3.16,1.777777778,0.345679012,5,3.333333333,2.222222222,5,0,0,0,0,0.666666667,1.185185185,1,8,7,5.777777778,2.12345679,7,1,1,0.222222222,0.345679012,0,1,1,0.666666667,0.444444444,1,0,0,0,0,0.888888889,1.580246914,1,8,7,1.777777778,1.382716049,1,18.08,90.7225,72.6425,38.50111111,23.20950617,24.4975,2.493,2.493,1.662,1.108,2.493,0.318003638,0.035333738,0.062815533,11,229,218,94.77777778,59.65432099,64
42,39,16.46153846,12.4852071,8,1,87,86,66,25.84615385,87,6.941,95.96,89.019,35.98247015,29.06246637,15.9994,54.8,2896,2841.2,876.4684615,1076.327101,54.8,1,16,15,11.53846154,5.49112426,16,3,2.846153846,1.171597633,170,104,99.07692308,40.71005917,66,0.98,3.44,2.46,2.795384615,0.793372781,3.44,1.692307692,0.426035503,4,2.461538462,1.893491124,4,5,5,1.230769231,1.73964497,0,0,1,6,5,5.384615385,1.041420118,6,1,1,0.307692308,0.426035503,0,2,2,1.230769231,0.946745562,2,9,9,1.846153846,2.556213018,0,0,1,9,8,3.384615385,2.071005917,2,9.105,22.235,13.13,12.21064103,3.822327416,9.105,0,0,0,0,0,6.35E-06,4.88E-07,9.02E-07,12,229,217,92.76923077,99.40828402,12
19,16,10,4.285714286,8,1,88,87,62.85714286,34.7755102,87,6.941,39.0983,32.1573,20.30027143,8.732216327,15.9994,54.8,453.69,398.89,199.6828571,165.5804082,54.8,1,16,15,11.71428571,6.12244898,16,2,2.428571429,0.612244898,203,137,100,38.85714286,66,0.82,3.44,2.62,2.591428571,0.969795918,3.44,1.714285714,0.408163265,4,2.857142857,1.632653061,4,0,0,0,0,0,0,1,6,5,4.571428571,2.040816327,6,1,1,0.285714286,0.408163265,0,2,2,1.428571429,0.816326531,2,0,0,0,0,0,0,1,2,1,1.714285714,0.408163265,2,9.105,73.10666667,64.00166667,21.70098214,15.85473639,9.105,2.202,2.202,0.314571429,0.539265306,0,0,0,0,12,229,217,82.28571429,83.83673469,12
17,9,10.17777778,2.145185185,8,2,94,92,59.46666667,38.31111111,87,15.9994,35.453,19.4536,20.81347004,4.601851923,15.9994,53.5,388.36,334.86,199.6988889,156.0387654,54.8,1,17,16,11.11111111,6.740740741,16,1,2.466666667,0.497777778,166,109,103.6666667,41.85185185,66,0.93,3.98,3.05,2.549555556,1.079703704,3.44,1.666666667,0.444444444,5,2.777777778,1.851851852,4,0,0,0,0,0,0,1,7,6,4.444444444,2.296296296,6,1,1,0.333333333,0.444444444,0,2,2,1.222222222,0.864197531,2,0,0,0,0,0,0,1,2,1,1.555555556,0.49382716,2,9.105,29.24333333,20.13833333,18.06693056,9.452281481,9.105,2.493,2.493,0.475177778,0.739165432,0,0,0,0,12,229,217,92.2,91.2,12
56,48,24.73333333,20.08,8,9,87,78,69.6,24.98666667,87,15.9994,137.327,121.3276,57.53610667,49.844048,15.9994,54.8,1357.77,1302.97,443.902,466.9224,54.8,2,16,14,12.73333333,4.524444444,16,4,3.333333333,1.6,215,149,109.9333333,52.72,66,0.89,3.44,2.55,2.642,0.9576,3.44,1.933333333,0.124444444,4,2.8,1.493333333,4,10,10,2,3.2,0,0,2,15,13,6.733333333,2.773333333,6,1,1,0.066666667,0.124444444,0,3,3,1.6,0.853333333,2,0,0,0,0,0,0,0,3,3,1.666666667,0.755555556,2,9.105,63.59,54.485,23.127,18.434,9.105,0,0,0,0,0,0,0,0,12,229,217,90.13333333,93.76,12
23,15,12.125,5.4375,8,2,87,85,66.125,26.09375,87,15.9994,50.9415,34.9421,25.60872116,12.66638942,15.9994,54.8,2183,2128.2,626.35875,778.320625,54.8,1,16,15,11.375,5.78125,16,2,2.625,0.78125,166,100,100.25,42.8125,66,0.93,3.44,2.51,2.67375,0.9578125,3.44,1.875,0.21875,4,2.5,1.875,4,3,3,0.75,1.125,0,0,1,6,5,5.125,1.09375,6,1,1,0.125,0.21875,0,2,2,1.25,0.9375,2,7,7,1.75,2.625,0,0,1,7,6,3.125,1.9375,2,9.105,29.24333333,20.13833333,12.59854167,4.366927083,9.105,0,0,0,0,0,0,0,0,12,229,217,93.375,101.71875,12
17,9,10.12698413,2.105316201,8,2,94,92,59.46031746,38.30687831,87,15.9994,35.453,19.4536,20.70899641,4.512135202,15.9994,53.5,388.36,334.86,198.9490476,156.705291,54.8,1,17,16,11.11111111,6.740740741,16,1,2.46031746,0.496850592,166,109,103.3809524,42.10582011,66,0.93,3.98,3.05,2.554761905,1.083174603,3.44,1.666666667,0.444444444,5,2.777777778,1.851851852,4,0,0,0,0,0,0,1,7,6,4.444444444,2.296296296,6,1,1,0.333333333,0.444444444,0,2,2,1.222222222,0.864197531,2,0,0,0,0,0,0,1,2,1,1.555555556,0.49382716,2,9.105,29.24333333,20.13833333,17.97302579,9.45707546,9.105,2.493,2.493,0.471857143,0.734,0,0,0,0,12,229,217,91.88888889,91.40740741,12
55,47,17.23076923,12.1617357,8,5,87,82,75.23076923,17.27416174,87,15.9994,132.9054519,116.9060519,37.9312382,29.49058719,15.9994,54.8,2896,2841.2,485.155641,618.1652202,54.8,1,16,15,13.38461538,3.798816568,16,4,2.871794872,1.072978304,244,178,98.33333333,39.79487179,66,0.79,3.44,2.65,2.847692308,0.728994083,3.44,1.794871795,0.326101249,4,3,1.230769231,4,5,5,0.641025641,1.117685733,0,0,1,6,5,5.435897436,0.838921762,6,1,1,0.205128205,0.326101249,0,3,3,1.769230769,0.725838264,2,5,5,0.641025641,1.117685733,0,0,1,6,5,2.615384615,1.00591716,2,9.105,115.765,106.66,20.57068376,15.36306816,9.105,1.625,1.625,0.291666667,0.478632479,0,0,0,0,2,229,227,54.71794872,71.50032873,12
50,42,18,12.9,8,3,87,84,80.8,8.1,87,15.9994,118.71,102.7106,39.9426193,31.50695228,15.9994,54.8,505.08,450.28,198.3175,172.221,54.8,1,16,15,14.7,1.65,16,3,2.85,1.02,203,137,93.6,33.12,66,0.82,3.44,2.62,2.8255,0.7374,3.44,1.95,0.095,4,3.25,0.9,4,10,10,2,3.2,0,0,1,14,13,7.2,2.72,6,1,1,0.05,0.095,0,4,4,2.45,0.785,2,0,0,0,0,0,0,1,4,3,2.5,0.75,2,9.105,73.10666667,64.00166667,19.16086905,12.06704286,9.105,1.625,1.625,0.24375,0.414375,0,0,0,0,2,229,227,47.15,55.725,12
42,39,17.84615385,14.40236686,8,1,87,86,66.07692308,25.75147929,87,6.941,95.96,89.019,39.36323462,33.74352485,15.9994,54.8,2896,2841.2,875.3146154,1074.729467,54.8,1,16,15,11.53846154,5.49112426,16,3,2.923076923,1.278106509,190,124,100.6153846,42.6035503,66,0.98,3.44,2.46,2.784615385,0.806627219,3.44,1.692307692,0.426035503,4,2.461538462,1.893491124,4,5,5,1.230769231,1.73964497,0,0,1,6,5,5.384615385,1.041420118,6,1,1,0.307692308,0.426035503,0,2,2,1.230769231,0.946745562,2,9,9,1.846153846,2.556213018,0,0,1,9,8,3.384615385,2.071005917,2,9.105,32.365,23.26,12.98987179,4.781380671,9.105,0,0,0,0,0,0,0,0,12,229,217,92.76923077,99.40828402,12
82,74,17.11111111,11.13580247,8,46,87,41,73,18,87,15.9994,207.2,191.2006,38.26902222,27.21842716,15.9994,54.8,2183,2128.2,794.5227778,925.6514815,54.8,5,16,11,12.22222222,4.814814815,16,4,2.888888889,1.086419753,153,87,99.44444444,40.87654321,66,1.63,3.44,1.81,2.775,0.812777778,3.44,2,0,4,2.555555556,1.765432099,4,10,10,1.555555556,1.901234568,0.777777778,1.469135802,5,28,23,6.888888889,2.345679012,6,0,0,0,0,0,4,4,1.444444444,0.962962963,2,7,7,2.333333333,3.111111111,0,0,2,7,5,3.777777778,2.172839506,2,9.105,28.11,19.005,11.4625,2.881388889,9.105,0,0,0,0,0,0,0,0,12,229,217,96.16666667,102.8703704,12
23,15,12.73684211,6.48199446,8,46,87,41,74.05263158,17.71745152,87,15.9994,50.9415,34.9421,27.03374737,15.09963324,15.9994,54.8,2183,2128.2,726.8631579,919.665374,54.8,5,16,11,12.52631579,4.753462604,16,2,2.631578947,0.864265928,153,87,93.47368421,37.59556787,66,1.63,3.44,1.81,2.868421053,0.782160665,3.44,2,0,4,2.736842105,1.728531856,4,3,3,0.947368421,1.296398892,0,0,5,6,1,5.684210526,0.432132964,6,0,0,0,0,0,2,2,1.368421053,0.864265928,2,7,7,2.210526316,3.024930748,0,0,2,7,5,3.578947368,2.16066482,2,9.105,13.01,3.905,10.33815789,1.687479224,9.105,0,0,0,0,0,0,0,0,12,229,217,80.52631579,93.77285319,12
25,17,14.25,6.25,8,52,94,42,78.625,13.3125,87,15.9994,54.938045,38.938645,30.0375565,14.0381565,15.9994,54.8,1519,1464.2,468.2625,525.36875,54.8,7,17,10,13.75,3.375,16,2,2.75,0.75,139,73,93.875,27.875,66,1.55,3.44,1.89,2.77625,0.7596875,3.44,2,0,5,3,1.5,4,5,5,1.25,1.875,0,0,5,7,2,6.25,0.5625,6,0,0,0,0,0,3,3,1.5,0.875,2,5,5,1.25,1.875,0,0,1,5,4,2.75,1.1875,2,9.105,24.4975,15.3925,13.05786381,5.238002617,9.105,2.493,2.493,0.51475,0.772125,0,0.000310121,7.75E-05,0.000116295,2,217,215,68.5,74.25,12
23,15,12.90909091,6.247933884,8,3,87,84,66.22727273,26.43801653,87,15.9994,50.9415,34.9421,27.09063636,14.11611901,15.9994,54.8,2183,2128.2,576.8995455,730.0456612,54.8,1,16,15,11.45454545,5.785123967,16,2,2.727272727,0.925619835,203,137,104.4545455,48.94214876,66,0.82,3.44,2.62,2.671363636,0.978264463,3.44,1.863636364,0.23553719,4,2.545454545,1.851239669,4,3,3,0.681818182,1.053719008,0,0,1,6,5,5.090909091,1.157024793,6,1,1,0.136363636,0.23553719,0,2,2,1.272727273,0.925619835,2,7,7,1.590909091,2.458677686,0,0,1,7,6,3,1.818181818,2,9.105,73.10666667,64.00166667,18.72,14.83272727,9.105,0,0,0,0,0,0,0,0,12,229,217,90.90909091,100.4297521,12
56,48,24.66666667,20,8,9,87,78,69.4,25.28,87,15.9994,137.327,121.3276,57.2126,49.45584,15.9994,54.8,1728,1673.2,468.584,496.5408,54.8,2,16,14,12.66666667,4.622222222,16,4,3.333333333,1.6,215,149,109.4,52.08,66,0.89,3.44,2.55,2.642666667,0.9568,3.44,2,0,4,2.8,1.493333333,4,10,10,1.866666667,2.986666667,0,0,2,15,13,6.666666667,2.666666667,6,0,0,0,0,0,3,3,1.6,0.853333333,2,2,2,0.133333333,0.248888889,0,0,0,3,3,1.733333333,0.693333333,2,9.105,63.59,54.485,23.077,18.46733333,9.105,0,0,0,0,0,0.5953947,0.03969298,0.074093563,12,229,217,90.13333333,93.76,12
23,15,12.125,5.4375,8,2,87,85,66.125,26.09375,87,15.9994,50.9415,34.9421,25.60872116,12.66638942,15.9994,54.8,2183,2128.2,626.35875,778.320625,54.8,1,16,15,11.375,5.78125,16,2,2.625,0.78125,166,100,100.25,42.8125,66,0.93,3.44,2.51,2.67375,0.9578125,3.44,1.875,0.21875,4,2.5,1.875,4,3,3,0.75,1.125,0,0,1,6,5,5.125,1.09375,6,1,1,0.125,0.21875,0,2,2,1.25,0.9375,2,7,7,1.75,2.625,0,0,1,7,6,3.125,1.9375,2,9.105,29.24333333,20.13833333,12.59854167,4.366927083,9.105,0,0,0,0,0,0,0,0,12,229,217,93.375,101.71875,12
25,24,12,6.206896552,8,52,92,40,79.55172414,11.40071344,87,1.00794,54.938045,53.930105,25.08720683,13.97594826,15.9994,14.01,1519,1504.99,391.1317241,466.7041141,54.8,1,16,15,12.96551724,4.118906064,16,3,2.482758621,0.770511296,139,108,84.34482759,28.86563615,66,1.55,3.44,1.89,2.791034483,0.760856124,3.44,1.931034483,0.128418549,4,2.75862069,1.521997622,4,5,5,1.034482759,1.640903686,0,0,1,7,6,5.724137931,0.85136742,6,1,1,0.068965517,0.128418549,0,3,3,1.586206897,0.875148633,2,5,5,1.034482759,1.640903686,0,0,1,5,4,2.689655172,1.041617122,2,6.615,22.5702381,15.9552381,11.0766024,3.170658123,9.105,7.853,7.853,0.765724138,1.214596908,0,0.000310121,6.42E-05,0.000101776,2,217,215,65.5862069,80.36623068,12
15,7,10,2.857142857,8,83,87,4,85.85714286,1.632653061,87,15.9994,30.973762,14.974362,20.27778914,6.11198449,15.9994,54.8,317.3,262.5,129.8,107.1428571,54.8,15,16,1,15.71428571,0.408163265,16,1,2.285714286,0.408163265,107,41,77.71428571,16.73469388,66,2.19,3.44,1.25,3.082857143,0.510204082,3.44,2,0,4,3.714285714,0.408163265,4,0,0,0,0,0,0,5,6,1,5.714285714,0.408163265,6,0,0,0,0,0,3,1,2.285714286,0.408163265,2,0,0,0,0,0,0,2,3,1,2.285714286,0.408163265,2,9.105,22.5702381,13.4652381,12.95221088,5.496015549,9.105,1.625,1.625,0.464285714,0.663265306,0,0,0,0,2,12,10,9.142857143,4.081632653,12
